Value;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
33.4;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
33.5;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
33.6;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
33.7;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
33.8;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
33.9;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
34;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
34.1;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
34.2;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
34.3;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
34.4;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
34.5;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
34.6;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
34.7;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
34.8;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
34.9;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
35;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
35.1;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
35.2;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
35.3;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
35.4;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
35.5;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
35.6;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
35.7;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
35.8;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
35.9;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
36;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
36.1;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
36.2;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
36.3;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
36.4;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
36.5;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
36.6;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
36.7;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
36.8;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
36.9;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
37;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
37.1;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
37.2;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
37.3;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
37.4;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
37.5;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
37.6;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
37.7;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
37.8;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
37.9;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
38;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
38.1;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
38.2;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
38.3;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
38.4;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
38.5;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
38.6;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
38.7;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
38.8;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
38.9;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
39;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
39.1;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
39.2;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
39.3;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
39.4;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
39.5;78;0;0;0;80;78;80;78;F8;0;78;0;78;0;78;F8;80;F8;0;0;0
39.6;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
39.7;78;0;0;0;80;78;80;78;F8;0;;;;;;;;;0;0;0
39.8;78;0;0;0;80;78;80;78;F8;0;78;0;0;0;78;80;80;78;0;0;0
39.9;78;0;0;0;80;78;80;78;F8;0;78;0;78;0;78;;;;0;0;0
40;78;0;0;0;80;78;80;78;0;0;0;0;78;80;0;F8;0;0;0;0;0
40.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
40.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
40.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
40.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
40.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
40.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
40.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
40.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
40.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
41;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
41.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
41.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
41.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
41.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
41.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
41.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
41.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
41.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
41.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
42;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
42.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
42.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
42.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
42.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
42.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
42.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
42.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
42.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
42.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
43;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
43.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
43.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
43.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
43.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
43.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
43.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
43.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
43.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
43.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
44;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
44.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
44.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
44.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
44.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
44.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
44.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
44.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
44.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
44.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
45;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
45.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
45.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
45.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
45.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
45.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
45.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
45.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
45.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
45.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
46;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
46.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
46.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
46.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
46.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
46.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
46.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
46.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
46.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
46.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
47;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
47.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
47.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
47.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
47.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
47.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
47.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
47.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
47.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
47.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
48;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
48.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
48.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
48.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
48.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
48.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
48.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
48.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
48.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
48.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
49;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
49.1;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
49.2;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
49.3;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
49.4;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
49.5;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
49.6;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
49.7;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
49.8;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
49.9;78;0;0;0;80;78;80;78;0;0;;;;;;;;;0;0;0
50;78;0;0;0;80;78;80;78;78;0;0;0;78;F8;0;F8;0;0;0;0;0
50.1;78;0;0;0;80;78;80;78;78;0;0;78;78;0;0;F8;0;0;0;0;0
50.2;78;0;0;0;80;78;80;78;78;0;0;80;0;78;78;0;F8;0;0;0;0
50.3;78;0;0;0;80;78;80;78;78;0;0;F8;0;78;80;0;F8;0;0;0;0
50.4;78;0;0;0;80;78;80;78;78;0;0;0;0;78;F8;0;F8;0;0;0;0
50.5;78;0;0;0;80;78;80;78;78;0;0;78;0;78;0;80;F8;0;0;0;0
50.6;78;0;0;0;80;78;80;78;78;0;0;80;0;78;78;80;F8;0;0;0;0
50.7;78;0;0;0;80;78;80;78;78;0;0;F8;0;78;80;78;F8;0;0;0;0
50.8;78;0;0;0;80;78;80;78;78;0;0;0;0;78;F8;78;F8;0;0;0;0
50.9;78;0;0;0;80;78;80;78;78;0;0;78;0;78;0;80;F8;0;0;0;0
51;78;0;0;0;80;78;80;78;78;0;78;0;78;0;0;F8;0;0;0;0;0
51.1;78;0;0;0;80;78;80;78;78;0;78;78;78;78;0;F8;0;0;0;0;0
51.2;78;0;0;0;80;78;80;78;78;0;78;80;0;78;80;0;F8;0;0;0;0
51.3;78;0;0;0;80;78;80;78;78;0;78;F8;0;78;F8;0;F8;0;0;0;0
51.4;78;0;0;0;80;78;80;78;78;0;78;0;0;78;0;80;F8;0;0;0;0
51.5;78;0;0;0;80;78;80;78;78;0;78;78;0;78;78;80;F8;0;0;0;0
51.6;78;0;0;0;80;78;80;78;78;0;78;80;0;78;80;78;F8;0;0;0;0
51.7;78;0;0;0;80;78;80;78;78;0;78;F8;0;78;F8;78;F8;0;0;0;0
51.8;78;0;0;0;80;78;80;78;78;0;78;0;0;78;0;80;F8;0;0;0;0
51.9;78;0;0;0;80;78;80;78;78;0;78;78;0;78;78;80;F8;0;0;0;0
52;78;0;0;0;80;78;80;78;78;0;80;0;0;78;78;0;F8;0;0;0;0
52.1;78;0;0;0;80;78;80;78;78;0;80;0;78;78;80;0;F8;0;0;0;0
52.2;78;0;0;0;80;78;80;78;78;0;80;0;80;0;78;F8;0;F8;0;0;0
52.3;78;0;0;0;80;78;80;78;78;0;80;0;F8;0;78;0;80;F8;0;0;0
52.4;78;0;0;0;80;78;80;78;78;0;80;0;0;0;78;78;80;F8;0;0;0
52.5;78;0;0;0;80;78;80;78;78;0;80;0;78;0;78;80;78;F8;0;0;0
52.6;78;0;0;0;80;78;80;78;78;0;80;0;80;0;78;F8;78;F8;0;0;0
52.7;78;0;0;0;80;78;80;78;78;0;80;0;F8;0;78;0;80;F8;0;0;0
52.8;78;0;0;0;80;78;80;78;78;0;80;0;78;0;78;80;80;F8;0;0;0
52.9;78;0;0;0;80;78;80;78;78;0;80;0;78;0;78;80;80;F8;0;0;0
53;78;0;0;0;80;78;80;78;78;0;F8;0;0;78;80;0;F8;0;0;0;0
53.1;78;0;0;0;80;78;80;78;78;0;F8;0;78;78;F8;0;F8;0;0;0;0
53.2;78;0;0;0;80;78;80;78;78;0;F8;0;80;0;78;0;80;F8;0;0;0
53.3;78;0;0;0;80;78;80;78;78;0;F8;0;F8;0;78;78;80;F8;0;0;0
53.4;78;0;0;0;80;78;80;78;78;0;F8;0;0;0;78;80;78;F8;0;0;0
53.5;78;0;0;0;80;78;80;78;78;0;F8;0;78;0;78;F8;78;F8;0;0;0
53.6;78;0;0;0;80;78;80;78;78;0;F8;0;80;0;78;0;80;F8;0;0;0
53.7;78;0;0;0;80;78;80;78;78;0;F8;0;F8;0;78;78;80;F8;0;0;0
53.8;78;0;0;0;80;78;80;78;78;0;F8;0;0;0;78;80;80;F8;0;0;0
53.9;78;0;0;0;80;78;80;78;78;0;F8;0;78;0;78;F8;80;F8;0;0;0
54;78;0;0;0;80;78;80;78;78;0;0;0;0;78;F8;0;F8;0;0;0;0
54.1;78;0;0;0;80;78;80;78;78;0;0;0;78;78;0;80;F8;0;0;0;0
54.2;78;0;0;0;80;78;80;78;78;0;0;0;80;0;78;78;80;F8;0;0;0
54.3;78;0;0;0;80;78;80;78;78;0;0;0;F8;0;78;80;78;F8;0;0;0
54.4;78;0;0;0;80;78;80;78;78;0;0;0;0;0;78;F8;78;F8;0;0;0
54.5;78;0;0;0;80;78;80;78;78;0;0;0;78;0;78;0;80;F8;0;0;0
54.6;78;0;0;0;80;78;80;78;78;0;0;0;80;0;78;78;80;F8;0;0;0
54.7;78;0;0;0;80;78;80;78;78;0;0;0;F8;0;78;80;80;F8;0;0;0
54.8;78;0;0;0;80;78;80;78;78;0;0;0;0;0;78;F8;80;F8;0;0;0
54.9;78;0;0;0;80;78;80;78;78;0;0;0;78;0;78;0;78;0;0;0;0
55;78;0;0;0;80;78;80;78;78;0;78;0;0;78;0;80;F8;0;0;0;0
55.1;78;0;0;0;80;78;80;78;78;0;78;0;78;78;78;80;F8;0;0;0;0
55.2;78;0;0;0;80;78;80;78;78;0;78;0;F8;0;78;F8;78;F8;0;0;0
55.3;78;0;0;0;80;78;80;78;78;0;78;0;0;0;78;0;80;F8;0;0;0
55.4;78;0;0;0;80;78;80;78;78;0;78;0;F8;0;78;F8;78;F8;0;0;0
55.5;78;0;0;0;80;78;80;78;78;0;78;0;78;0;78;78;80;F8;0;0;0
55.6;78;0;0;0;80;78;80;78;78;0;78;0;80;0;78;80;80;F8;0;0;0
55.7;78;0;0;0;80;78;80;78;78;0;78;0;F8;0;78;F8;80;F8;0;0;0
55.8;78;0;0;0;80;78;80;78;78;0;78;0;0;0;78;0;78;0;0;0;0
55.9;78;0;0;0;80;78;80;78;78;0;78;0;78;0;78;78;78;0;0;0;0
56;78;0;0;0;80;78;80;78;78;0;80;0;0;78;78;80;F8;0;0;0;0
56.1;78;0;0;0;80;78;80;78;78;0;80;0;78;78;80;78;F8;0;0;0;0
56.2;78;0;0;0;80;78;80;78;78;0;80;0;80;0;78;F8;78;F8;0;0;0
56.3;78;0;0;0;80;78;80;78;78;0;80;0;F8;0;78;0;80;F8;0;0;0
56.4;78;0;0;0;80;78;80;78;78;0;80;0;0;0;78;78;80;F8;0;0;0
56.5;78;0;0;0;80;78;80;78;78;0;80;0;78;0;78;80;80;F8;0;0;0
56.6;78;0;0;0;80;78;80;78;78;0;80;0;80;0;78;F8;80;F8;0;0;0
56.7;78;0;0;0;80;78;80;78;78;0;80;0;F8;0;78;0;78;0;0;0;0
56.8;78;0;0;0;80;78;80;78;78;0;80;0;0;0;78;78;78;0;0;0;0
56.9;78;0;0;0;80;78;80;78;78;0;80;0;78;0;78;80;80;78;0;0;0
57;78;0;0;0;80;78;80;78;78;0;F8;0;0;78;80;78;F8;0;0;0;0
57.1;78;0;0;0;80;78;80;78;78;0;F8;0;78;78;F8;78;F8;0;0;0;0
57.2;78;0;0;0;80;78;80;78;78;0;F8;0;80;0;78;0;80;F8;0;0;0
57.3;78;0;0;0;80;78;80;78;78;0;F8;0;80;0;78;0;80;F8;0;0;0
57.4;78;0;0;0;80;78;80;78;78;0;F8;0;0;0;78;80;80;F8;0;0;0
57.5;78;0;0;0;80;78;80;78;78;0;F8;0;78;0;78;F8;80;F8;0;0;0
57.6;78;0;0;0;80;78;80;78;78;0;F8;0;80;0;78;0;78;0;0;0;0
57.7;78;0;0;0;80;78;80;78;78;0;F8;0;F8;0;78;78;78;0;0;0;0
57.8;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
57.9;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
58;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
58.1;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
58.2;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
58.3;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
58.4;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
58.5;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
58.6;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
58.7;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
58.8;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
58.9;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
59;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
59.1;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
59.2;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
59.3;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
59.4;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
59.5;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
59.6;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
59.7;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
59.8;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
59.9;78;0;0;0;80;78;80;78;78;0;;;;;;;;;0;0;0
60;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
60.1;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
60.2;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
60.3;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
60.4;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
60.5;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
60.6;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
60.7;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
60.8;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
60.9;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
61;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
61.1;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
61.2;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
61.3;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
61.4;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
61.5;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
61.6;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
61.7;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
61.8;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
61.9;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
62;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
62.1;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
62.2;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
62.3;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
62.4;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
62.5;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
62.6;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
62.7;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
62.8;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
62.9;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
63;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
63.1;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
63.2;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
63.3;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
63.4;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
63.5;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
63.6;78;0;0;0;80;78;80;78;80;0;F8;0;80;0;78;78;80;F8;0;0;0
63.7;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
63.8;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
63.9;78;0;0;0;80;78;80;78;80;0;F8;0;78;0;78;0;78;0;0;0;0
64;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
64.1;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
64.2;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
64.3;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
64.4;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
64.5;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
64.6;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
64.7;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
64.8;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
64.9;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
65;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
65.1;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
65.2;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
65.3;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
65.4;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
65.5;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
65.6;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
65.7;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
65.8;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
65.9;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
66;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
66.1;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
66.2;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
66.3;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
66.4;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
66.5;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
66.6;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
66.7;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
66.8;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
66.9;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
67;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
67.1;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
67.2;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
67.3;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
67.4;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
67.5;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
67.6;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
67.7;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
67.8;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
67.9;78;0;0;0;80;78;80;78;80;0;;;;;;;;;0;0;0
